Name,Year Published,Users Rated,Owned Users,Complexity Average,Mechanics
Galopp Royal,1995.0,224,359.0,1.65,Auction/Bidding
Spearhead,1995.0,79,172.0,2.92,"Dice Rolling, Simulation, Simultaneous Action Selection"
Stratego 4,1995.0,386,778.0,1.88,"Area Movement, Memory, Secret Unit Deployment, Team-Based Game"
Thirty Years War Quad (Second Edition),1995.0,106,305.0,2.3,"Dice Rolling, Hexagon Grid, Simulation"
La Batalla de los Arapiles,1995.0,60,199.0,3.75,"Campaign / Battle Card Driven, Dice Rolling, Hexagon Grid, Paper-and-Pencil, Secret Unit Deployment, Variable Phase Order"
Symbioz,1995.0,92,146.0,3.0,"Action Points, Area Movement"
Invasion: Norway,1995.0,96,423.0,3.5,"Dice Rolling, Hexagon Grid, Simulation"
Rossyïa 1917,1995.0,71,230.0,4.0,Hexagon Grid
Dragon Dice,1995.0,1077,2276.0,2.38,Dice Rolling
La Révolution française: La patrie en danger 1791-1795,1995.0,71,180.0,3.75,"Area Movement, Dice Rolling, Simulation"
Electronic Talking Mystery Mansion,1995.0,176,413.0,1.36,
Introduction to Advanced Dungeons & Dragons,1995.0,85,286.0,3.0,"Cooperative Game, Dice Rolling, Grid Movement, Player Judge, Role Playing, Square Grid"
Catch the Match,1995.0,180,297.0,1.0,Pattern Recognition
For Whom the Bell Tolls,1995.0,112,391.0,3.92,Hexagon Grid
Lords of the Sierra Madre (Second Edition),1995.0,142,610.0,3.45,"Area Movement, Auction/Bidding, Card Drafting, Trading"
The Battle for Dresden 1813,1995.0,73,286.0,3.0,"Hexagon Grid, Simulation"
Quackshot,1995.0,82,78.0,1.0,
"""Scratch One Flat Top!""",1995.0,50,281.0,3.38,"Hexagon Grid, Simulation"
Crisis: Sinai 1973,1995.0,97,459.0,3.44,Hexagon Grid
Red Parachutes: Soviet Airborne Assault Across the Dnepr,1995.0,76,415.0,3.05,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation"
Tri-Ba-Lance,1995.0,93,184.0,1.5,
The Last Crusade,1995.0,104,223.0,2.63,"Action Points, Secret Unit Deployment"
Karambolage,1995.0,181,332.0,1.09,"Dice Rolling, Push Your Luck"
Nobody is Perfect 2,1995.0,71,147.0,1.83,
The Flowers of the Forest,1995.0,49,243.0,2.73,"Dice Rolling, Hexagon Grid"
Turf Horse Racing,1995.0,106,146.0,1.8,"Betting and Bluffing, Dice Rolling"
Lifetime,1996.0,43,103.0,1.0,"Hand Management, Push Your Luck"
Dragon Storm,1996.0,39,105.0,2.5,"Card Drafting, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Role Playing, Storytelling, Variable Player Powers"
Abbeville 1940,1996.0,30,180.0,2.83,Hexagon Grid
Arcadia: The Wyld Hunt,1996.0,150,280.0,2.23,Modular Board
The Big One,1996.0,36,159.0,1.6,Hexagon Grid
Saludos Amigos!,1996.0,79,160.0,1.88,Team-Based Game
RisiKard!,1996.0,32,56.0,2.0,Hand Management
Xochintlan,1996.0,43,52.0,1.5,"Pattern Building, Tile Placement"
Ex & Hopp,1996.0,68,147.0,1.2,
Pain Doctors: The Game of Recreational Surgery,1996.0,47,79.0,1.67,Hand Management
Schampus,1996.0,54,110.0,1.0,
3 SPOT game,1996.0,30,59.0,1.67,Tile Placement
Equate,1996.0,103,326.0,2.22,Tile Placement
Farkle,1996.0,2218,4811.0,1.12,"Dice Rolling, Push Your Luck"
Shit!,1996.0,107,272.0,1.18,"Auction/Bidding, Simultaneous Action Selection"
Mastermind for Kids,1996.0,122,295.0,1.6,Pattern Recognition
Trivial Pursuit Junior Fourth Edition,1996.0,30,75.0,2.0,Roll / Spin and Move
Battle Cattle,1996.0,72,182.0,1.5,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Player Elimination, Take That, Variable Player Powers"
Goosebumps: One Day at Horrorland Game,1996.0,39,98.0,1.4,Roll / Spin and Move
Bleeding Sherwood,1996.0,75,174.0,1.43,Auction/Bidding
